New_Tree_ID,Original_Tree_ID,AGB,sun_b_390nm,sun_b_394nm,sun_b_398nm,sun_b_402nm,sun_b_406nm,sun_b_410nm,sun_b_414nm,sun_b_418nm,sun_b_422nm,sun_b_426nm,sun_b_430nm,sun_b_434nm,sun_b_438nm,sun_b_442nm,sun_b_446nm,sun_b_450nm,sun_b_454nm,sun_b_458nm,sun_b_462nm,sun_b_466nm,sun_b_470nm,sun_b_474nm,sun_b_478nm,sun_b_482nm,sun_b_486nm,sun_b_490nm,sun_b_494nm,sun_b_498nm,sun_b_502nm,sun_b_506nm,sun_b_510nm,sun_b_514nm,sun_b_518nm,sun_b_522nm,sun_b_526nm,sun_b_530nm,sun_b_534nm,sun_b_538nm,sun_b_542nm,sun_b_546nm,sun_b_550nm,sun_b_554nm,sun_b_558nm,sun_b_562nm,sun_b_566nm,sun_b_570nm,sun_b_574nm,sun_b_578nm,sun_b_582nm,sun_b_586nm,sun_b_590nm,sun_b_594nm,sun_b_598nm,sun_b_602nm,sun_b_606nm,sun_b_610nm,sun_b_614nm,sun_b_618nm,sun_b_622nm,sun_b_626nm,sun_b_630nm,sun_b_634nm,sun_b_638nm,sun_b_642nm,sun_b_646nm,sun_b_650nm,sun_b_654nm,sun_b_658nm,sun_b_662nm,sun_b_666nm,sun_b_670nm,sun_b_674nm,sun_b_678nm,sun_b_682nm,sun_b_686nm,sun_b_690nm,sun_b_694nm,sun_b_698nm,sun_b_702nm,sun_b_706nm,sun_b_710nm,sun_b_714nm,sun_b_718nm,sun_b_722nm,sun_b_726nm,sun_b_730nm,sun_b_734nm,sun_b_738nm,sun_b_742nm,sun_b_746nm,sun_b_750nm,sun_b_754nm,sun_b_758nm,sun_b_762nm,sun_b_766nm,sun_b_770nm,sun_b_774nm,sun_b_778nm,sun_b_782nm,sun_b_786nm,sun_b_790nm,sun_b_794nm,sun_b_798nm,sun_b_802nm,sun_b_806nm,sun_b_810nm,sun_b_814nm,sun_b_818nm,sun_b_822nm,sun_b_826nm,sun_b_830nm,sun_b_834nm,sun_b_838nm,sun_b_842nm,sun_b_846nm,sun_b_850nm,sun_b_854nm,sun_b_858nm,sun_b_862nm,sun_b_866nm,sun_b_870nm,sun_b_874nm,sun_b_878nm,sun_b_882nm,sun_b_886nm,sun_b_890nm,sun_b_894nm,sun_b_898nm,sun_b_902nm,sun_b_906nm,sun_b_910nm,sun_b_914nm,sun_b_918nm,sun_b_922nm,sun_b_926nm,sun_b_930nm,sun_b_934nm,sun_b_938nm,sun_b_942nm,sun_b_946nm,sun_b_950nm,sun_b_954nm,sun_b_958nm,sun_b_962nm
39,03_84,40.54604196,0.000104156,0.000341777,0.000954463,0.001905394,0.002869793,0.00365032,0.004368972,0.00492472,0.005279285,0.005482743,0.005932543,0.00650984,0.007259199,0.007928725,0.008603985,0.009688592,0.01128522,0.01276795,0.013504005,0.013718578,0.013971242,0.014369873,0.014658245,0.014659006,0.014579693,0.014681916,0.015056395,0.01550998,0.01580482,0.016163631,0.017079319,0.018602083,0.020360508,0.021976189,0.02350257,0.024634332,0.025447123,0.025816936,0.025764853,0.025528271,0.025779319,0.026643498,0.027101936,0.026796823,0.025870995,0.024829873,0.023696662,0.022835574,0.022346369,0.022176295,0.022218258,0.022439079,0.022671108,0.022720321,0.022599386,0.022313158,0.021864446,0.021521128,0.021553905,0.021825,0.021889279,0.021677663,0.021336442,0.020976482,0.020595394,0.020087744,0.019481182,0.018838077,0.018259045,0.017488137,0.01741271,0.01829972,0.019892764,0.021340881,0.02305729,0.025896356,0.029912397,0.035916996,0.043723565,0.053107657,0.062950153,0.074287203,0.087696228,0.102749085,0.118260921,0.13387305,0.149814619,0.165189139,0.179835461,0.191133912,0.197503164,0.199291703,0.202413899,0.209033371,0.215063344,0.21734761,0.218212189,0.220793358,0.224356669,0.227323751,0.229009513,0.229625494,0.229757503,0.229510715,0.229605241,0.230826035,0.232034246,0.233198732,0.235128558,0.237829145,0.239718631,0.24073448,0.241571656,0.243101575,0.245459539,0.24765219,0.248956789,0.24979468,0.25046247,0.250939266,0.251507964,0.25287462,0.25367486,0.253364292,0.252660814,0.252081969,0.249868251,0.247635354,0.247616775,0.248698785,0.24839751,0.247122823,0.245887002,0.246428731,0.245987316,0.238698271,0.219113618,0.199602864,0.185521876,0.179583338,0.176124266,0.176080808,0.175420361,0.175315534
40,03_88,37.8242169,-9.30E-06,0.000348583,0.001065116,0.002032182,0.002946799,0.003813776,0.004770764,0.005716401,0.006559468,0.007370243,0.008389668,0.009226346,0.009884197,0.010540919,0.011279878,0.012510144,0.014411285,0.016289291,0.017277641,0.017578671,0.017720797,0.017867231,0.018010188,0.018209579,0.018411362,0.01870165,0.018966301,0.019198427,0.019379823,0.01966072,0.020443422,0.021728793,0.023193721,0.024418649,0.025600996,0.026739291,0.027816323,0.028660333,0.029198494,0.029405083,0.029599158,0.029909878,0.030025017,0.029660033,0.028925614,0.028413521,0.028099546,0.027980831,0.027852204,0.027844396,0.028032381,0.028610343,0.029142425,0.029340698,0.029286966,0.029390565,0.029495338,0.029722171,0.029877874,0.030107265,0.030147752,0.030121251,0.030012791,0.029962946,0.02989969,0.029765791,0.029555172,0.029267686,0.028931473,0.028434076,0.028729557,0.030044341,0.032004762,0.033761152,0.035613511,0.038475371,0.042387298,0.047697519,0.054154518,0.061843622,0.069902005,0.079023245,0.089882591,0.101940819,0.113826523,0.124851074,0.13541299,0.145438572,0.154435172,0.161718483,0.1663401,0.168115028,0.168825715,0.17157464,0.175292215,0.176793123,0.176889801,0.178519059,0.182043156,0.185136667,0.187114031,0.188411251,0.189605969,0.190975858,0.192213665,0.193742348,0.196213511,0.198434374,0.200105504,0.201596976,0.203497187,0.205125714,0.206729568,0.208703034,0.210717464,0.212623112,0.214248405,0.215480321,0.21581907,0.215643367,0.215568006,0.21610959,0.216602192,0.216662082,0.21647567,0.215883101,0.213527409,0.210797276,0.209403931,0.209455947,0.210009314,0.211261794,0.212605094,0.211763854,0.209718782,0.207137552,0.197291307,0.180771063,0.162882492,0.15116928,0.146088427,0.147676478,0.148707542,0.147389203
41,03_92,51.0628713,-2.34E-05,7.05E-05,0.000525634,0.001367168,0.00232064,0.00313607,0.003815563,0.004286928,0.00466141,0.00489208,0.005490777,0.006328579,0.007275466,0.007922698,0.008601325,0.009734796,0.011322258,0.012792561,0.013560526,0.013819556,0.013970492,0.014238638,0.014500625,0.014602161,0.014684867,0.014984519,0.015451614,0.015917306,0.016248412,0.016773316,0.017991632,0.019876595,0.021843042,0.023604364,0.025315799,0.026764312,0.027926155,0.028739845,0.029062868,0.02906503,0.029335781,0.030132121,0.030592887,0.030284463,0.029275381,0.028033164,0.026671569,0.025703893,0.025295359,0.025181147,0.025092146,0.02504332,0.025061391,0.025073716,0.025073882,0.024920674,0.024539416,0.024291395,0.02434896,0.024549141,0.024499741,0.024221095,0.023740733,0.02308664,0.022318494,0.021692435,0.021206688,0.020699726,0.019996544,0.019171362,0.019165951,0.020074615,0.0216147,0.023240977,0.025440251,0.029279707,0.034705296,0.042355296,0.051849005,0.063035844,0.074944782,0.08890527,0.105384171,0.123388053,0.14147215,0.159512313,0.177712328,0.19519547,0.211732354,0.224889197,0.232502213,0.234508634,0.237104511,0.243930618,0.250979534,0.253990648,0.254880144,0.257222638,0.260361032,0.262856817,0.264485215,0.265503427,0.266233253,0.266758179,0.267640474,0.269174434,0.27028507,0.271210111,0.273348938,0.27658809,0.278818149,0.279825785,0.280467598,0.281686577,0.283529548,0.285703697,0.287599741,0.289144934,0.29010144,0.290831932,0.292055385,0.294486299,0.296649463,0.297841225,0.298369878,0.29789215,0.294588745,0.291088889,0.289857087,0.290261384,0.29055184,0.290986081,0.290928386,0.292023272,0.291108594,0.282217361,0.258723664,0.23631205,0.22183933,0.217902795,0.215919734,0.215240159,0.21505326,0.216965022
42,03_96,39.5140975,0.000107126,0.000490988,0.001067091,0.001837567,0.002637127,0.003417152,0.004055638,0.004667266,0.005253201,0.005834179,0.006372752,0.006915568,0.007594395,0.008329917,0.008968608,0.010017903,0.011576815,0.013087746,0.013807301,0.013955923,0.014071053,0.014410072,0.014748342,0.014867873,0.014799677,0.014893532,0.015121858,0.01544747,0.015888516,0.016671151,0.017931531,0.019579355,0.02136147,0.022976141,0.024434344,0.025659269,0.026717205,0.027546426,0.027908935,0.027948775,0.02811233,0.028571776,0.028749799,0.028283773,0.027349603,0.026296303,0.025297869,0.02450102,0.024007785,0.023750547,0.023563601,0.02349769,0.023508167,0.023532493,0.02350644,0.023366032,0.023166929,0.022890612,0.022790123,0.022806382,0.022835745,0.022677546,0.022431811,0.022092126,0.021739559,0.021181893,0.020401369,0.019479151,0.018781064,0.018121577,0.01810458,0.01899141,0.020533588,0.02215265,0.023894561,0.027156526,0.032272804,0.039408523,0.048052217,0.058170062,0.068974974,0.080911083,0.095757481,0.113163616,0.130978699,0.147686484,0.163950677,0.179816496,0.194486363,0.206660867,0.214053852,0.216615698,0.218725197,0.22504849,0.232931331,0.236715543,0.236578567,0.237062846,0.239814659,0.242774984,0.244304441,0.244599622,0.244492982,0.244910914,0.245803518,0.246540693,0.246390679,0.246372169,0.248045139,0.251174068,0.253514084,0.254624121,0.255380856,0.256836461,0.258759091,0.260587547,0.261936749,0.262885842,0.263927201,0.265153112,0.266241229,0.266936354,0.267511046,0.268367368,0.269024228,0.268482991,0.266864912,0.265423718,0.264926925,0.264375257,0.263886204,0.263356062,0.26343183,0.264062122,0.263183235,0.255979024,0.239239086,0.221077282,0.208679953,0.200308274,0.193676653,0.192059216,0.19385778,0.1936848
43,03_98,39.74733355,0.000154422,0.000800775,0.001732479,0.002673505,0.003516815,0.004228051,0.004844668,0.005448425,0.005989199,0.006522054,0.007147282,0.007741307,0.008386676,0.009017341,0.009721697,0.010867474,0.012642218,0.014178478,0.0148231,0.014902195,0.015092571,0.015423893,0.015686291,0.01577996,0.015838642,0.016018399,0.016330054,0.016664413,0.016948809,0.017412356,0.018382461,0.019848832,0.021424148,0.022679508,0.023678207,0.024491084,0.025330846,0.026039145,0.026589222,0.026866551,0.027058484,0.027252526,0.027223921,0.026790795,0.02609656,0.025501454,0.025080396,0.024730665,0.024320894,0.023987253,0.02391944,0.023992142,0.024125329,0.024329007,0.024557013,0.024596984,0.024517273,0.024443519,0.024377194,0.0242763,0.024402042,0.024726376,0.024877991,0.024658546,0.024207677,0.023687366,0.023044832,0.022455593,0.021971915,0.021492306,0.021651457,0.022702637,0.024345483,0.02580787,0.027415429,0.030137103,0.03414658,0.039876311,0.047057114,0.055477652,0.06435854,0.074423904,0.086352209,0.099765075,0.1136557,0.127641754,0.142056057,0.155892147,0.168884899,0.179049997,0.185201924,0.187580017,0.190658246,0.196243434,0.201387621,0.203731785,0.204932713,0.207250913,0.210258382,0.212810942,0.214644605,0.21586942,0.216839293,0.217367728,0.218010631,0.219088662,0.219986914,0.22094688,0.223414552,0.226730965,0.228823723,0.2293803,0.229766421,0.230955106,0.233123751,0.235292707,0.236582173,0.237315519,0.237994184,0.238837154,0.239806416,0.241284515,0.241910552,0.241366552,0.240010076,0.237880583,0.234336351,0.231718314,0.231842569,0.233298546,0.23465109,0.235540843,0.235392718,0.235566252,0.235081596,0.227759485,0.209886642,0.192351451,0.182229431,0.17783209,0.172462897,0.166458637,0.162588204,0.163623123
44,03_99,56.4556332,4.60E-05,0.000356493,0.000896998,0.001592259,0.002279294,0.002892264,0.003443828,0.003957188,0.004447831,0.004887195,0.005484138,0.006134436,0.006851298,0.007500806,0.008210708,0.009290608,0.010836547,0.012184038,0.012878679,0.013077017,0.01330065,0.013622627,0.013934656,0.01399284,0.013847015,0.013883948,0.014149677,0.014554296,0.014984533,0.015619024,0.016751129,0.018355392,0.020120996,0.02170637,0.023083688,0.024197123,0.025037919,0.025748211,0.026287976,0.026680731,0.026927906,0.02728648,0.027391509,0.027002147,0.026178294,0.025324473,0.024499205,0.023773255,0.023089322,0.022511348,0.022167486,0.022089362,0.022128942,0.022138829,0.022098934,0.021923507,0.021730287,0.021602517,0.021469082,0.021209377,0.02105337,0.021034246,0.020947291,0.020544323,0.01999329,0.019387265,0.018682512,0.017903467,0.01721343,0.016543883,0.016528526,0.017360721,0.018785714,0.020191844,0.022017493,0.025232534,0.029919389,0.03649354,0.044781856,0.054598584,0.064975171,0.076478969,0.090190788,0.105827511,0.122035542,0.137936662,0.15398047,0.169448852,0.184034221,0.195543898,0.202055647,0.203755772,0.206347325,0.21280044,0.219704493,0.223135542,0.224377008,0.226201962,0.228896157,0.231205244,0.232574476,0.233192054,0.233648777,0.23369996,0.233550213,0.233978174,0.234680906,0.235916037,0.238329497,0.241676252,0.243747976,0.244401106,0.244427571,0.244987791,0.246087256,0.247724038,0.249249537,0.250774426,0.25206021,0.253009342,0.253595421,0.254223983,0.254653065,0.254847206,0.254725099,0.25338749,0.250415101,0.247862572,0.247046685,0.246982672,0.247311008,0.249072134,0.25039923,0.251356152,0.249909882,0.240495952,0.218521726,0.198976037,0.188665479,0.185593765,0.18117977,0.176726665,0.173298093,0.17357342
45,03_103,25.02701878,-2.61E-05,2.83E-05,0.00065442,0.001918791,0.003287644,0.004323173,0.005128019,0.005812908,0.006453584,0.007045162,0.00783212,0.008791981,0.009839866,0.010490244,0.011121105,0.012327146,0.014245092,0.015947917,0.016898172,0.017200836,0.017374457,0.017489515,0.017692158,0.017978773,0.018319158,0.01873242,0.019144562,0.019644884,0.020105688,0.02075197,0.022061759,0.024141984,0.026412324,0.028206679,0.029697716,0.031000215,0.032326374,0.033366819,0.033853433,0.033979855,0.034389129,0.035359394,0.035861882,0.035462364,0.034280917,0.033286969,0.032493321,0.031868512,0.031197839,0.030678794,0.030517835,0.030578424,0.030715176,0.03071509,0.030617427,0.030361598,0.030152501,0.030042959,0.030055893,0.030078729,0.030081286,0.030035069,0.029833514,0.029418054,0.02891873,0.028400188,0.02782305,0.027209054,0.026495272,0.025658285,0.025588035,0.026566786,0.028328057,0.030071461,0.032328009,0.036243238,0.041872662,0.049510292,0.058711305,0.069396413,0.080231294,0.092370153,0.106044471,0.120925296,0.135569912,0.149527221,0.163072227,0.175517995,0.186387467,0.194214184,0.198422386,0.198642343,0.199532002,0.20459279,0.209830206,0.210819646,0.210476602,0.212695894,0.216379855,0.219179946,0.220993525,0.221965136,0.222524074,0.222833659,0.223353702,0.224766518,0.226211091,0.227721351,0.230201721,0.233633798,0.235917502,0.236988722,0.237607172,0.238551874,0.239705505,0.241122739,0.242477373,0.243477882,0.244040933,0.244139651,0.244337604,0.245466674,0.246825302,0.247673696,0.248133353,0.247637122,0.244346572,0.241361147,0.24168944,0.244052313,0.245595353,0.246046888,0.244802568,0.243973996,0.242689081,0.236648909,0.21818454,0.19847442,0.182841989,0.177251627,0.175340691,0.1760867,0.176443789,0.178265853
46,03_109,109.6186072,0.00016219,0.000778522,0.001690877,0.002658709,0.003619088,0.004556347,0.00539558,0.006182662,0.006796217,0.007277128,0.007832195,0.008480192,0.009199507,0.009905167,0.010717993,0.01195634,0.013625952,0.01515331,0.01606367,0.01646897,0.016742087,0.017054867,0.017369035,0.017545554,0.017638139,0.017841215,0.018103845,0.018371642,0.018779264,0.019539789,0.0210023,0.023049641,0.025284184,0.027174539,0.028646798,0.0298098,0.030925002,0.031869591,0.032468324,0.032751515,0.033056395,0.033458619,0.033547523,0.03301359,0.031923183,0.030845129,0.029889417,0.029155251,0.028523709,0.028032921,0.027685986,0.027622484,0.027739384,0.027882515,0.027963401,0.027882061,0.027585146,0.027255534,0.027080392,0.026959237,0.026828988,0.026787074,0.026638933,0.026167332,0.025534166,0.024855125,0.024129371,0.023318095,0.022564894,0.021755251,0.021672086,0.022576188,0.024137438,0.025810281,0.027819249,0.031673956,0.037468774,0.045416768,0.055012167,0.06626741,0.078152914,0.091202523,0.10704172,0.125224268,0.143790079,0.161220303,0.17822412,0.194502595,0.209140644,0.220738149,0.22747267,0.229364142,0.230940738,0.236584853,0.243736258,0.247645524,0.248492153,0.249553665,0.251755521,0.253947113,0.255279309,0.255932998,0.256395967,0.256980254,0.257669632,0.258155454,0.258023876,0.258160963,0.260015354,0.26340436,0.265944458,0.267040089,0.267530608,0.268587786,0.270150124,0.27192325,0.273391245,0.274498213,0.275886983,0.277611956,0.279094177,0.28002844,0.280673614,0.281269253,0.281461974,0.28045847,0.277893816,0.275544841,0.274463247,0.273970331,0.273808655,0.275363829,0.276125952,0.275105649,0.271276809,0.262595195,0.243582451,0.224297288,0.212069933,0.205795354,0.200225,0.198424463,0.199080947,0.199747165
47,03_115,50.67342485,-3.13E-05,8.05E-05,0.000266569,0.000624707,0.000930867,0.00140926,0.001979081,0.002645727,0.003266122,0.00390639,0.004575549,0.005197742,0.005854043,0.006466148,0.007035867,0.007995459,0.009549834,0.011041658,0.011864235,0.012273622,0.012646454,0.012989975,0.013241735,0.01344051,0.013630166,0.013866543,0.014113661,0.014322794,0.014697041,0.015503762,0.016963826,0.018937539,0.021107181,0.022875995,0.024107449,0.025029694,0.026048865,0.026957003,0.027567908,0.02793398,0.02829486,0.028639375,0.028622271,0.028040358,0.0270906,0.026146799,0.025336493,0.024569312,0.023871595,0.023219222,0.022863125,0.022839413,0.02303824,0.023120102,0.02314986,0.02301787,0.0227825,0.022476926,0.02236009,0.022306352,0.022371824,0.022614528,0.022721697,0.022359694,0.021725893,0.021067258,0.02033412,0.019560637,0.019050637,0.018531824,0.018672283,0.019647143,0.021163316,0.022682309,0.024442411,0.02759616,0.032067946,0.038426454,0.046566569,0.056624069,0.067010242,0.077946786,0.09104264,0.106531913,0.12255838,0.137715446,0.152315663,0.166393329,0.17961972,0.190892028,0.197688521,0.199581442,0.200965204,0.20622491,0.213297857,0.217728035,0.219194617,0.220136747,0.221516326,0.222649171,0.223413214,0.224123622,0.224923367,0.22521324,0.224820281,0.224172602,0.223420178,0.223438482,0.225439107,0.229035434,0.231751773,0.23297611,0.233825536,0.234973316,0.236153189,0.236915689,0.237201313,0.23702699,0.237722806,0.239476735,0.241342755,0.242546824,0.243113049,0.24270074,0.241061607,0.238823673,0.235716173,0.233840076,0.234122283,0.236525268,0.23704111,0.23671352,0.235334515,0.233903048,0.230447373,0.223086824,0.207749566,0.190814834,0.178798546,0.170781441,0.163460255,0.160157525,0.16022889,0.161358087
48,03_117,32.94406348,-3.62E-07,3.88E-05,0.000337723,0.000889531,0.001573809,0.002272722,0.003089368,0.003786242,0.004302774,0.004595973,0.004983706,0.005576729,0.00637764,0.006958561,0.007410611,0.008329244,0.00995087,0.011490352,0.012243106,0.012362153,0.012479576,0.012636615,0.012759068,0.012780642,0.012827919,0.013000559,0.013272474,0.013577888,0.013823457,0.014209327,0.015121159,0.016605041,0.018246698,0.019670466,0.020918023,0.02190177,0.022669772,0.023285652,0.023525248,0.023488219,0.023531252,0.023973561,0.024277143,0.024152816,0.023494099,0.022651729,0.021691905,0.020961926,0.020465342,0.020209172,0.020065052,0.020178633,0.020345984,0.020349472,0.02018058,0.019998458,0.019949907,0.019993541,0.020014565,0.019983789,0.019902091,0.019722847,0.019496336,0.019117464,0.018716594,0.018251822,0.017738136,0.017091532,0.016583468,0.016000766,0.01601147,0.016822215,0.018239327,0.019555859,0.021307257,0.024254224,0.028370156,0.034109824,0.041461874,0.050177598,0.059540362,0.070283758,0.083695839,0.099296729,0.115620818,0.131557588,0.147726511,0.163208354,0.177525238,0.188852464,0.195573147,0.197509431,0.200236397,0.207492091,0.214850642,0.217474058,0.217330673,0.218739047,0.221476273,0.224006429,0.225824141,0.227020859,0.227802619,0.228234907,0.228796884,0.229825931,0.230602495,0.231123426,0.232507805,0.234935362,0.236922764,0.238202008,0.239235476,0.240892981,0.24303469,0.24480588,0.245652888,0.246219441,0.24714735,0.248169514,0.249381522,0.251178219,0.252778157,0.253630041,0.253366542,0.251207205,0.24679824,0.243882629,0.244636408,0.247067992,0.248784814,0.250165507,0.250379483,0.249923582,0.247624969,0.239654783,0.221843758,0.203893147,0.19040235,0.184694275,0.18156088,0.180531988,0.180206356,0.182182278
49,03_119,44.35949173,6.53E-05,0.000432686,0.001134895,0.002083391,0.002988718,0.003722096,0.004240787,0.004825447,0.005386794,0.005913638,0.00654308,0.007379569,0.008276895,0.008907067,0.009543441,0.010755232,0.012495359,0.01403713,0.014806393,0.015101397,0.015278026,0.015557315,0.015853924,0.016043073,0.016076648,0.016209677,0.016448629,0.016775092,0.017194851,0.017907568,0.019154654,0.020865206,0.022697391,0.024344451,0.025885981,0.027123771,0.028155105,0.028860635,0.029174629,0.029267467,0.029500197,0.030091791,0.030292902,0.029944115,0.028900616,0.027796305,0.026622063,0.025827447,0.02525626,0.02497621,0.024843568,0.025022038,0.02512294,0.025176838,0.025006908,0.024731429,0.024358223,0.024157797,0.024060254,0.023933721,0.023724641,0.023484946,0.023177226,0.022768032,0.0223296,0.021774603,0.021093816,0.020292616,0.019543886,0.018774114,0.018775384,0.019628679,0.021122387,0.022666349,0.024768108,0.028276082,0.033071962,0.039888095,0.048565575,0.058855473,0.069545886,0.081986483,0.096637606,0.112870483,0.129490044,0.146151251,0.162939771,0.178702705,0.193207822,0.204243695,0.210427663,0.211797022,0.213988508,0.219983886,0.225957562,0.228749422,0.229881448,0.232072972,0.234394248,0.236430082,0.237843466,0.238714171,0.239073518,0.23909473,0.239569936,0.240797638,0.240855003,0.240948787,0.242856641,0.246404337,0.248594096,0.249746908,0.250393079,0.251220698,0.252547092,0.254295771,0.256141283,0.257982781,0.259715486,0.260685473,0.261044553,0.261761803,0.262648984,0.263441702,0.263536178,0.262034832,0.257883263,0.25461579,0.254493073,0.2559336,0.256989098,0.257160394,0.255537632,0.253642679,0.250981225,0.244219073,0.225451581,0.206332679,0.192783372,0.187889575,0.182974032,0.177273734,0.174863695,0.178595111
50,03_120,58.70245845,4.89E-05,0.000378465,0.000884007,0.001555651,0.002256319,0.003041594,0.003798124,0.004493648,0.005020799,0.005349015,0.005800287,0.006383203,0.007124497,0.007793238,0.008489353,0.009553406,0.011177629,0.012736331,0.013481268,0.013529497,0.013592481,0.013856547,0.014207118,0.014423191,0.014516175,0.014627676,0.014899861,0.015267312,0.01573066,0.016449159,0.017884679,0.019942654,0.022182565,0.02399828,0.025397642,0.02652615,0.027590643,0.028421002,0.028935009,0.029186179,0.029399548,0.029589768,0.029431226,0.02877989,0.027758318,0.026755266,0.025686082,0.024879709,0.024257659,0.023831686,0.023363888,0.023128347,0.022996843,0.02295224,0.022945938,0.022825254,0.022541817,0.022227878,0.022053098,0.021837772,0.021643208,0.021558842,0.021295824,0.020661298,0.019847101,0.019067561,0.018203588,0.017307992,0.016588554,0.015946255,0.015862316,0.016489408,0.017616555,0.019025177,0.020966179,0.024733816,0.030405029,0.038310917,0.047996293,0.059305727,0.071449742,0.085016128,0.101638702,0.120738812,0.140362261,0.159175909,0.177794945,0.195934053,0.212639459,0.226034839,0.233843462,0.236406221,0.239019649,0.245866699,0.253876196,0.257705059,0.258067058,0.259037908,0.261871158,0.26462661,0.265927764,0.266004087,0.265749902,0.265794387,0.265989083,0.266071222,0.265650625,0.265635435,0.267104654,0.269793656,0.271990807,0.273363723,0.274489349,0.275768292,0.276963453,0.27817183,0.279505317,0.280916023,0.282147671,0.283268183,0.28396667,0.28424339,0.284523922,0.285631141,0.28691798,0.286600296,0.284479083,0.282531386,0.281867697,0.281788703,0.281367054,0.281516915,0.281344696,0.281094801,0.27878079,0.270604196,0.25397005,0.236898766,0.224216513,0.215326974,0.20963481,0.209919467,0.21059702,0.208994091
51,03_124,51.30043059,9.15E-05,0.000138015,0.000512176,0.0012781,0.002302335,0.00315112,0.003896643,0.004545512,0.005110412,0.005528119,0.006168226,0.00706174,0.008019755,0.008719777,0.009417542,0.010488114,0.01216149,0.013717643,0.014491972,0.014590216,0.014701463,0.014931258,0.015195233,0.015427997,0.015657132,0.01589693,0.016228779,0.016586646,0.016991679,0.017662027,0.019015494,0.020936441,0.02306722,0.02501503,0.026823235,0.028277404,0.029508774,0.030325092,0.030538601,0.030479686,0.030804033,0.031746576,0.032252865,0.031969194,0.030811657,0.029361096,0.027590811,0.026261304,0.025588263,0.025351567,0.025071279,0.024831338,0.024696382,0.024710897,0.024733642,0.024437755,0.023830274,0.023300867,0.023099654,0.023061288,0.023058936,0.022998893,0.022666975,0.02197577,0.021199372,0.020468737,0.019714924,0.01892714,0.018239601,0.017393461,0.017337499,0.018265869,0.019889359,0.021351274,0.023363757,0.027172929,0.032817324,0.040818819,0.050826794,0.062589306,0.074949934,0.08899991,0.105813009,0.124777834,0.144444357,0.163918622,0.183521224,0.202330912,0.220398771,0.234475493,0.242277606,0.244239383,0.247217318,0.254158223,0.261022671,0.263578617,0.263880314,0.26558648,0.268647715,0.271220857,0.272568284,0.272825523,0.272477819,0.271628109,0.270567609,0.270796483,0.272117893,0.273689667,0.275434515,0.277756957,0.279787423,0.28087029,0.281384416,0.282034642,0.283128906,0.284692189,0.286229141,0.287581304,0.288133243,0.288283639,0.289000585,0.291398819,0.293523825,0.294525284,0.294513318,0.293320931,0.289770987,0.286721617,0.286257185,0.287015467,0.286684889,0.285113179,0.283887444,0.284562288,0.284574935,0.275111912,0.252905134,0.231340186,0.217653402,0.211425028,0.206552397,0.203606832,0.20201229,0.20586382
52,03_125,23.63660996,1.54E-05,0.000306879,0.000963725,0.001977061,0.003027112,0.003931541,0.004629847,0.005257939,0.005878857,0.006531286,0.007104724,0.007550194,0.008029949,0.008689714,0.009442949,0.010528623,0.012031041,0.013486796,0.014317469,0.014656255,0.014864377,0.015228643,0.015533663,0.015679551,0.015676694,0.015833704,0.016084367,0.016302031,0.016536051,0.016939112,0.017986857,0.019654898,0.021561745,0.023162786,0.024428235,0.025529623,0.026625276,0.027599418,0.027914234,0.027842234,0.028071408,0.028853388,0.029320633,0.029000327,0.02799499,0.026738908,0.025410122,0.024376439,0.023762816,0.023411755,0.023202347,0.023225051,0.023453929,0.023610571,0.023691521,0.0234995,0.023139867,0.02267401,0.022492531,0.0225235,0.022502786,0.022329255,0.02193949,0.021445725,0.020829653,0.020288031,0.019681765,0.01898603,0.018321857,0.017507755,0.017416837,0.018324704,0.019964286,0.021530072,0.023281337,0.026489561,0.03142301,0.038262806,0.046600123,0.056302327,0.066676469,0.078259388,0.092894714,0.110293714,0.128448276,0.145743541,0.162623041,0.178997755,0.193957388,0.206430347,0.214181286,0.216935112,0.218375551,0.223577408,0.230674898,0.23458397,0.23510501,0.236286837,0.239584908,0.242944724,0.244558785,0.244576082,0.244109766,0.244178674,0.244342612,0.244889469,0.246321735,0.248441408,0.250663194,0.252791622,0.254155337,0.254647255,0.254966469,0.256076745,0.257629143,0.25924702,0.260656795,0.261788836,0.262668194,0.263452245,0.264341061,0.265210581,0.266040673,0.266612776,0.26671199,0.265856572,0.263709898,0.261938367,0.261420551,0.262196602,0.262711888,0.264961153,0.26621098,0.265390459,0.261207183,0.253919265,0.239817949,0.224771317,0.2141665,0.206315204,0.200359255,0.199482276,0.201043102,0.200106643
